Altium Designer Pick and Place Locations
C:\Users\adamw\OneDrive\Documents\TU Work\A Fall 2025 Semester\PCB Class\FIles provided on Github\Adam Dubois Final Project Updated\Project Outputs for H0AR6\Pick Place for H0AR6.txt

========================================================================================================================
File Design Information:

Date:       02/12/25
Time:       00:00
Revision:   9508e5442e9fb8bf4ad59086de4f91c07bb25edd
Variant:    No variations
Units used: mil

Designator Comment                    Layer       Footprint                     Center-X(mil) Center-Y(mil) Rotation Description                                                                                                       
C1         CL10B104KA8NNNC            BottomLayer C0603                         240.000       40.000        180      "Ceramic Capacitor, Multilayer, Ceramic, 25V, 10% +Tol, 10% -Tol, X7R, +-15% TC, 100nF, Surface Mount, 0603 inch" 
VDD6       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_U          -325.200      563.390       120      ""                                                                                                                
VDD5       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_U          -650.390      0.000         180      ""                                                                                                                
VDD4       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_U          -325.200      -563.390      240      ""                                                                                                                
VDD3       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_U          325.200       -563.390      300      ""                                                                                                                
VDD2       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_U          650.390       0.000         0        ""                                                                                                                
SU6        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_U           0.000         563.390       60       ""                                                                                                                
SU5        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_U           -487.801      281.105       120      ""                                                                                                                
SU4        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_U           -487.800      -281.500      180      ""                                                                                                                
SU2        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_U           487.799       -281.895      300      ""                                                                                                                
SU1        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_U           487.800       281.500       0        ""                                                                                                                
SD6        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_D           0.000         563.390       60       ""                                                                                                                
SD5        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_D           -487.800      281.500       120      ""                                                                                                                
SD4        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_D           -487.800      -281.500      180      ""                                                                                                                
SD2        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_D           487.799       -281.895      300      ""                                                                                                                
SD1        HEXABIT_UART_PORT          TopLayer    HEXABIT_UART_PORT_D           487.800       281.500       0        ""                                                                                                                
GND6       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_D          -325.200      563.390       60       ""                                                                                                                
GND5       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_D          -650.390      0.000         120      ""                                                                                                                
GND4       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_D          -325.200      -563.390      180      ""                                                                                                                
GND3       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_D          325.200       -563.390      240      ""                                                                                                                
GND2       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_D          650.390       0.000         300      ""                                                                                                                
GND1       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_D          325.200       563.390       0        ""                                                                                                                
VDD1       HEXABIT_UART_PORT          TopLayer    HEXABIT_POWER_PORT_U          325.200       563.390       60       ""                                                                                                                
